date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:48	826/826	---M--	200	added ('OK')	image/png	etag:%2233a-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/logo-sm.png	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/logo-sm.png	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:49	1706/1706	---M--	200	added ('OK')	image/png	etag:%226aa-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/logo-dark.png	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/logo-dark.png	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:49	2323/2323	---M--	200	added ('OK')	image/jpeg	etag:%22913-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/us.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/us.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:49	1536/1536	---M--	200	added ('OK')	image/jpeg	etag:%22600-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/germany.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/germany.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:49	1543/1543	---M--	200	added ('OK')	image/jpeg	etag:%22607-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/italy.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/italy.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:50	2006/2006	---M--	200	added ('OK')	image/jpeg	etag:%227d6-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/spain.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/spain.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:50	1475/1475	---M--	200	added ('OK')	image/jpeg	etag:%225c3-6014928a36275%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/russia.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/flags/russia.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:50	22292/22292	---M--	200	added ('OK')	image/jpeg	etag:%225714-6014928a45c75%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-1.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-1.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:50	18515/18515	---M--	200	added ('OK')	image/jpeg	etag:%224853-6014928a45c75%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-2.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-2.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:51	6491/6491	---M--	200	added ('OK')	image/jpeg	etag:%22195b-6014928a45c75%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-4.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-4.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:51	18320/18320	---M--	200	added ('OK')	image/jpeg	etag:%224790-6014928a45c75%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-3.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-3.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:51	19369/19369	---M--	200	added ('OK')	image/jpeg	etag:%224ba9-6014928a45c75%22	https://themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-5.jpg	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/assets/images/users/avatar-5.jpg	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:51	85686/85686	---M-Z	200	added ('OK')	text/html	etag:%2214eb6-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-profile.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-profile.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:52	69339/69339	---M-Z	200	added ('OK')	text/html	etag:%2210edb-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-faq.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-faq.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:52	6056/6056	---M-Z	200	added ('OK')	text/html	etag:%2217a8-6014928a6ecb4-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/auth-lock-screen.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/auth-lock-screen.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:52	282/282	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Mar%202024%2013:02:52%20GMT	https://themes.getappui.com/techzaa/velonic/layouts/auth-logout-2.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/auth-logout-2.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:53	7107/7107	---M-Z	200	added ('OK')	text/html	etag:%221bc3-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/auth-login.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/auth-login.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:53	7248/7248	---M-Z	200	added ('OK')	text/html	etag:%221c50-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/auth-register.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/auth-register.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:53	5653/5653	---M-Z	200	added ('OK')	text/html	etag:%221615-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/auth-logout.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/auth-logout.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:53	4733/4733	---M-Z	200	added ('OK')	text/html	etag:%22127d-6014928a6ecb4-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/auth-forgotpw.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/auth-forgotpw.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:54	3916/3916	---M-Z	200	added ('OK')	text/html	etag:%22f4c-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/error-404.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/error-404.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:54	66121/66121	---M-Z	200	added ('OK')	text/html	etag:%2210249-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/error-404-alt.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/error-404-alt.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:54	3697/3697	---M-Z	200	added ('OK')	text/html	etag:%22e71-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/error-500.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/error-500.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:54	64698/64698	---M-Z	200	added ('OK')	text/html	etag:%22fcba-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-starter.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-starter.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:55	99841/99841	---M-Z	200	added ('OK')	text/html	etag:%2218601-6014928a70bf4-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-contact-list.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-contact-list.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:55	87882/87882	---M-Z	200	added ('OK')	text/html	etag:%221574a-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-timeline.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-timeline.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:55	75082/75082	---M-Z	200	added ('OK')	text/html	etag:%221254a-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-invoice.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-invoice.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:56	72224/72224	---M-Z	200	added ('OK')	text/html	etag:%2211a20-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-pricing.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-pricing.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:56	2164/2164	---M-Z	200	added ('OK')	text/html	etag:%22874-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/pages-maintenance.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/pages-maintenance.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:57	92123/92123	---M-Z	200	added ('OK')	text/html	etag:%22167db-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-accordions.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-accordions.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:57	81566/81566	---M-Z	200	added ('OK')	text/html	etag:%2213e9e-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-alerts.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-alerts.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:58	82574/82574	---M-Z	200	added ('OK')	text/html	etag:%221428e-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-avatars.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-avatars.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:58	76635/76635	---M-Z	200	added ('OK')	text/html	etag:%2212b5b-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-badges.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-badges.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:58	69653/69653	---M-Z	200	added ('OK')	text/html	etag:%2211015-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-breadcrumb.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-breadcrumb.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:58	88198/88198	---M-Z	200	added ('OK')	text/html	etag:%2215886-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-buttons.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-buttons.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:59	87531/87531	---M-Z	200	added ('OK')	text/html	etag:%22155eb-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-cards.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-cards.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:59	83840/83840	---M-Z	200	added ('OK')	text/html	etag:%2214780-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-carousel.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-carousel.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:59	125690/125690	---M-Z	200	added ('OK')	text/html	etag:%221eafa-6014928a71b94-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-dropdowns.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-dropdowns.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:02:59	64203/64203	---M-Z	200	added ('OK')	text/html	etag:%22facb-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-embed-video.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-embed-video.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:00	82444/82444	---M-Z	200	added ('OK')	text/html	etag:%221420c-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-grid.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-grid.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:00	93703/93703	---M-Z	200	added ('OK')	text/html	etag:%2216e07-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-list-group.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-list-group.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:00	78355/78355	---M-Z	200	added ('OK')	text/html	etag:%2213213-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-links.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-links.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:01	177593/177593	---M-Z	200	added ('OK')	text/html	etag:%222b5b9-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-modals.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-modals.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:01	86051/86051	---M-Z	200	added ('OK')	text/html	etag:%2215023-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-notifications.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-notifications.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:01	89364/89364	---M-Z	200	added ('OK')	text/html	etag:%2215d14-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-offcanvas.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-offcanvas.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:01	75352/75352	---M-Z	200	added ('OK')	text/html	etag:%2212658-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-placeholders.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-placeholders.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:02	77718/77718	---M-Z	200	added ('OK')	text/html	etag:%2212f96-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-pagination.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-pagination.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:02	71604/71604	---M-Z	200	added ('OK')	text/html	etag:%22117b4-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-popovers.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-popovers.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:02	78332/78332	---M-Z	200	added ('OK')	text/html	etag:%22131fc-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-progress.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-progress.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:02	72994/72994	---M-Z	200	added ('OK')	text/html	etag:%2211d22-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-spinners.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-spinners.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:03	95330/95330	---M-Z	200	added ('OK')	text/html	etag:%2217462-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-tabs.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-tabs.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:03	74036/74036	---M-Z	200	added ('OK')	text/html	etag:%2212134-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-tooltips.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-tooltips.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:03	93783/93783	---M-Z	200	added ('OK')	text/html	etag:%2216e57-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-typography.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-typography.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:03	116334/116334	---M-Z	200	added ('OK')	text/html	etag:%221c66e-6014928a72b34-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/ui-utilities.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/ui-utilities.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:04	75099/75099	---M-Z	200	added ('OK')	text/html	etag:%221255b-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/extended-portlets.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/extended-portlets.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:04	72081/72081	---M-Z	200	added ('OK')	text/html	etag:%2211991-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/extended-scrollbar.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/extended-scrollbar.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:04	70193/70193	---M-Z	200	added ('OK')	text/html	etag:%2211231-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/extended-range-slider.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/extended-range-slider.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
20:03:04	90316/90316	---M-Z	200	added ('OK')	text/html	etag:%22160cc-6014928a6fc54-gzip%22	https://themes.getappui.com/techzaa/velonic/layouts/extended-scrollspy.html	E:/FPT_polytechnic/13.D%e1%bb%b1%20%c3%a1n%201/giaodienAdmin/themes.getappui.com/techzaa/velonic/layouts/extended-scrollspy.html	(from https://themes.getappui.com/techzaa/velonic/layouts/layouts-horizontal.html)
